IDfg,Season,Name,Team,Age,W,L,WAR,ERA,G,GS,CG,ShO,SV,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,GB,FB,LD,IFFB,Balls,Strikes,Pitches,RS,IFH,BU,BUH,K/9,BB/9,K/BB,H/9,HR/9,AVG,WHIP,BABIP,LOB%,FIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Starting,Start-IP,Relieving,Relief-IP,RAR,Dollars,tERA,xFIP,WPA,-WPA,+WPA,RE24,REW,pLI,inLI,gmLI,exLI,Pulls,WPA/LI,Clutch,FB% 2,FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,PO%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,HLD,SD,MD,ERA-,FIP-,xFIP-,K%,BB%,SIERA,RS/9,E-F,FA% (sc),FT% (sc),FC% (sc),FS% (sc),FO% (sc),SI% (sc),SL% (sc),CU% (sc),KC% (sc),EP% (sc),CH% (sc),SC% (sc),KN% (sc),UN% (sc),vFA (sc),vFT (sc),vFC (sc),vFS (sc),vFO (sc),vSI (sc),vSL (sc),vCU (sc),vKC (sc),vEP (sc),vCH (sc),vSC (sc),vKN (sc),FA-X (sc),FT-X (sc),FC-X (sc),FS-X (sc),FO-X (sc),SI-X (sc),SL-X (sc),CU-X (sc),KC-X (sc),EP-X (sc),CH-X (sc),SC-X (sc),KN-X (sc),FA-Z (sc),FT-Z (sc),FC-Z (sc),FS-Z (sc),FO-Z (sc),SI-Z (sc),SL-Z (sc),CU-Z (sc),KC-Z (sc),EP-Z (sc),CH-Z (sc),SC-Z (sc),KN-Z (sc),wFA (sc),wFT (sc),wFC (sc),wFS (sc),wFO (sc),wSI (sc),wSL (sc),wCU (sc),wKC (sc),wEP (sc),wCH (sc),wSC (sc),wKN (sc),wFA/C (sc),wFT/C (sc),wFC/C (sc),wFS/C (sc),wFO/C (sc),wSI/C (sc),wSL/C (sc),wCU/C (sc),wKC/C (sc),wEP/C (sc),wCH/C (sc),wSC/C (sc),wKN/C (sc),O-Swing% (sc),Z-Swing% (sc),Swing% (sc),O-Contact% (sc),Z-Contact% (sc),Contact% (sc),Zone% (sc),Pace,RA9-WAR,BIP-Wins,LOB-Wins,FDP-Wins,Age Rng,K-BB%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,kwERA,TTO%,CH% (pi),CS% (pi),CU% (pi),FA% (pi),FC% (pi),FS% (pi),KN% (pi),SB% (pi),SI% (pi),SL% (pi),XX% (pi),vCH (pi),vCS (pi),vCU (pi),vFA (pi),vFC (pi),vFS (pi),vKN (pi),vSB (pi),vSI (pi),vSL (pi),vXX (pi),CH-X (pi),CS-X (pi),CU-X (pi),FA-X (pi),FC-X (pi),FS-X (pi),KN-X (pi),SB-X (pi),SI-X (pi),SL-X (pi),XX-X (pi),CH-Z (pi),CS-Z (pi),CU-Z (pi),FA-Z (pi),FC-Z (pi),FS-Z (pi),KN-Z (pi),SB-Z (pi),SI-Z (pi),SL-Z (pi),XX-Z (pi),wCH (pi),wCS (pi),wCU (pi),wFA (pi),wFC (pi),wFS (pi),wKN (pi),wSB (pi),wSI (pi),wSL (pi),wXX (pi),wCH/C (pi),wCS/C (pi),wCU/C (pi),wFA/C (pi),wFC/C (pi),wFS/C (pi),wKN/C (pi),wSB/C (pi),wSI/C (pi),wSL/C (pi),wXX/C (pi),O-Swing% (pi),Z-Swing% (pi),Swing% (pi),O-Contact% (pi),Z-Contact% (pi),Contact% (pi),Zone% (pi),Pace (pi),FRM,K/9+,BB/9+,K/BB+,H/9+,HR/9+,AVG+,WHIP+,BABIP+,LOB%+,K%+,BB%+,LD%+,GB%+,FB%+,HR/FB%+,Pull%+,Cent%+,Oppo%+,Soft%+,Med%+,Hard%+,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Events,CStr%,CSW%,xERA
1004852,1984,Dwight Gooden,NYM,19,17,9,8.3,2.6,31,31,7,3,0,,218.0,879,161,72,63,7,73,2,2,3,7,276,,,,,,,,,,,,11.39,3.01,3.78,6.65,0.29,0.2,1.07,0.296,0.725,1.69,,,,,,,,,65.9,218.0,,,65.9,,,,4.35,-13.06,17.41,29.91,3.4,1.07,1.0,0.87,1.13,24,4.2,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,74,49,,0.314,0.083,,,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,-0.6,-2.2,-2.8,19 - 19,0.231,,,,,,,1.73,0.405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,95,213.0,76,44,80,81,105,101.0,212,100,,,,,,,,,,,,,,,,,,0,,,
1012734,1984,Rick Sutcliffe,- - -,28,20,6,6.0,3.64,35,35,9,3,0,,244.2,1030,234,113,99,16,85,3,3,6,3,213,,,,,,,,,,,,7.84,3.13,2.51,8.61,0.59,0.248,1.3,0.306,0.698,2.96,,,,,,,,,50.7,244.2,,,50.7,,,,0.27,-17.78,18.05,7.04,0.58,0.98,0.92,0.84,1.92,26,1.14,-0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,92,76,,0.207,0.083,,,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,-1.2,-1.0,-2.2,28 - 28,0.124,,,,,,,3.01,0.305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,98,145.0,97,79,98,97,108,98.0,144,99,,,,,,,,,,,,,,,,,,0,,,
1014174,1984,Mike Witt,CAL,23,15,11,5.9,3.47,34,34,9,2,0,,246.2,1032,227,103,95,17,84,3,5,7,1,196,,,,,,,,,,,,7.15,3.06,2.33,8.28,0.62,0.241,1.26,0.288,0.7290000000000001,3.16,,,,,,,,,53.7,246.2,,,53.7,,,,2.27,-15.91,18.18,20.72,2.16,0.98,0.94,0.87,1.64,25,2.12,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,88,77,,0.19,0.081,,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,-0.2,-0.9,-1.1,23 - 23,0.109,,,,,,,3.19,0.28800000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,96,145.0,91,71,93,92,102,102.0,143,99,,,,,,,,,,,,,,,,,,0,,,
1012532,1984,Dave Stieb,TOR,26,16,8,5.6,2.83,35,35,11,2,0,,267.0,1085,215,87,84,19,88,1,11,2,0,198,,,,,,,,,,,,6.67,2.97,2.25,7.25,0.64,0.218,1.13,0.255,0.79,3.32,,,,,,,,,51.9,267.0,,,51.9,,,,3.16,-19.74,22.9,46.91,4.85,1.16,1.05,0.87,1.49,24,4.02,-1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,68,82,,0.182,0.081,,,-0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7,1.8,1.2,3.1,26 - 26,0.10099999999999999,,,,,,,3.28,0.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,93,139.0,80,73,84,83,90,111.0,137,98,,,,,,,,,,,,,,,,,,0,,,
1013327,1984,Fernando Valenzuela,LAD,23,12,17,5.2,3.03,34,34,12,2,0,,261.0,1078,218,109,88,14,106,4,2,11,1,240,,,,,,,,,,,,8.28,3.66,2.26,7.52,0.48,0.225,1.24,0.285,0.708,2.87,,,,,,,,,45.2,261.0,,,45.2,,,,0.71,-20.17,20.88,5.22,0.56,1.12,1.01,0.87,1.07,22,1.37,-0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,88,83,,0.223,0.098,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,-0.1,-1.5,-1.6,23 - 23,0.124,,,,,,,3.01,0.33399999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,115,127.0,86,73,90,94,101,99.0,150,118,,,,,,,,,,,,,,,,,,0,,,
1001098,1984,Bert Blyleven,CLE,33,19,7,5.0,2.87,33,32,12,4,0,,245.0,1004,204,86,78,19,74,4,6,6,0,170,,,,,,,,,,,,6.24,2.72,2.3,7.49,0.7,0.221,1.13,0.252,0.769,3.37,,,,,,,,,45.7,242.1,0.7,2.2,46.4,,,,3.85,-13.82,17.67,42.55,4.28,0.94,0.87,0.87,1.81,21,4.48,-0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,71,83,,0.16899999999999998,0.07400000000000001,,,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,2.0,0.0,2.0,33 - 33,0.096,,,,,,,3.35,0.262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,85,142.0,82,79,85,83,89,108.0,127,89,,,,,,,,,,,,,,,,,,0,,,
1000122,1984,Doyle Alexander,TOR,33,17,6,5.0,3.13,36,35,11,2,0,,261.2,1061,238,99,91,21,59,1,3,2,0,139,,,,,,,,,,,,4.78,2.03,2.36,8.19,0.72,0.238,1.14,0.259,0.743,3.46,,,,,,,,,46.8,260.2,0.2,1.0,47.0,,,,2.85,-17.06,19.9,34.64,3.49,1.01,1.0,0.85,2.32,24,2.77,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,75,85,,0.131,0.055999999999999994,,,-0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,1.7,0.1,1.8,33 - 33,0.075,,,,,,,3.59,0.20600000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,64,145.0,90,82,92,83,92,104.0,98,67,,,,,,,,,,,,,,,,,,0,,,
1003080,1984,Storm Davis,BAL,22,14,9,4.7,3.12,35,31,10,2,1,,225.0,923,205,86,78,7,71,6,5,6,1,105,,,,,,,,,,,,4.2,2.84,1.48,8.2,0.28,0.242,1.23,0.269,0.7190000000000001,3.25,,,,,,,,,41.5,211.2,2.5,13.1,44.1,,,,1.24,-15.77,17.01,22.25,2.4,1.07,0.97,0.88,1.57,22,2.61,-1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,79,80,,0.114,0.077,,,-0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.9,-0.6,0.3,22 - 22,0.037000000000000005,,,,,,,4.06,0.198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,89,92.0,90,32,93,90,95,101.0,85,93,,,,,,,,,,,,,,,,,,0,,,
1007103,1984,Jerry Koosman,PHI,41,14,15,4.7,3.25,36,34,3,1,0,,224.0,950,232,95,81,8,60,5,3,6,2,137,,,,,,,,,,,,5.5,2.41,2.28,9.32,0.32,0.262,1.3,0.302,0.705,2.85,,,,,,,,,40.2,222.1,0.5,1.2,40.8,,,,-0.02,-15.65,15.63,11.63,0.97,0.96,0.82,0.84,1.14,33,0.78,-0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,90,81,,0.14400000000000002,0.063,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,-1.1,-0.2,-1.4,41 - 41,0.081,,,,,,,3.52,0.21600000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,76,126.0,107,49,105,99,107,99.0,97,76,,,,,,,,,,,,,,,,,,0,,,
1010140,1984,Alejandro Pena,LAD,25,12,6,4.7,2.48,28,28,8,4,0,,199.1,813,186,67,55,7,46,7,3,5,1,135,,,,,,,,,,,,6.1,2.08,2.93,8.4,0.32,0.243,1.16,0.288,0.746,2.61,,,,,,,,,40.1,199.1,,,40.1,,,,1.82,-14.77,16.59,21.68,2.49,1.13,1.02,0.87,1.48,20,1.65,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,72,76,,0.166,0.057,,,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,-0.2,0.3,0.1,25 - 25,0.109,,,,,,,3.18,0.231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,65,165.0,97,48,97,88,102,104.0,112,68,,,,,,,,,,,,,,,,,,0,,,
