IDfg,Season,Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,GB,FB,LD,IFFB,Pitches,Balls,Strikes,IFH,BU,BUH,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,wOBA,wRAA,wRC,Bat,Fld,Rep,Pos,RAR,WAR,Dol,Spd,wRC+,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,FB% (Pitch),FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,PO%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,BsR,FA% (sc),FT% (sc),FC% (sc),FS% (sc),FO% (sc),SI% (sc),SL% (sc),CU% (sc),KC% (sc),EP% (sc),CH% (sc),SC% (sc),KN% (sc),UN% (sc),vFA (sc),vFT (sc),vFC (sc),vFS (sc),vFO (sc),vSI (sc),vSL (sc),vCU (sc),vKC (sc),vEP (sc),vCH (sc),vSC (sc),vKN (sc),FA-X (sc),FT-X (sc),FC-X (sc),FS-X (sc),FO-X (sc),SI-X (sc),SL-X (sc),CU-X (sc),KC-X (sc),EP-X (sc),CH-X (sc),SC-X (sc),KN-X (sc),FA-Z (sc),FT-Z (sc),FC-Z (sc),FS-Z (sc),FO-Z (sc),SI-Z (sc),SL-Z (sc),CU-Z (sc),KC-Z (sc),EP-Z (sc),CH-Z (sc),SC-Z (sc),KN-Z (sc),wFA (sc),wFT (sc),wFC (sc),wFS (sc),wFO (sc),wSI (sc),wSL (sc),wCU (sc),wKC (sc),wEP (sc),wCH (sc),wSC (sc),wKN (sc),wFA/C (sc),wFT/C (sc),wFC/C (sc),wFS/C (sc),wFO/C (sc),wSI/C (sc),wSL/C (sc),wCU/C (sc),wKC/C (sc),wEP/C (sc),wCH/C (sc),wSC/C (sc),wKN/C (sc),O-Swing% (sc),Z-Swing% (sc),Swing% (sc),O-Contact% (sc),Z-Contact% (sc),Contact% (sc),Zone% (sc),Pace,Def,wSB,UBR,Age Rng,Off,Lg,wGDP,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,TTO%,CH% (pi),CS% (pi),CU% (pi),FA% (pi),FC% (pi),FS% (pi),KN% (pi),SB% (pi),SI% (pi),SL% (pi),XX% (pi),vCH (pi),vCS (pi),vCU (pi),vFA (pi),vFC (pi),vFS (pi),vKN (pi),vSB (pi),vSI (pi),vSL (pi),vXX (pi),CH-X (pi),CS-X (pi),CU-X (pi),FA-X (pi),FC-X (pi),FS-X (pi),KN-X (pi),SB-X (pi),SI-X (pi),SL-X (pi),XX-X (pi),CH-Z (pi),CS-Z (pi),CU-Z (pi),FA-Z (pi),FC-Z (pi),FS-Z (pi),KN-Z (pi),SB-Z (pi),SI-Z (pi),SL-Z (pi),XX-Z (pi),wCH (pi),wCS (pi),wCU (pi),wFA (pi),wFC (pi),wFS (pi),wKN (pi),wSB (pi),wSI (pi),wSL (pi),wXX (pi),wCH/C (pi),wCS/C (pi),wCU/C (pi),wFA/C (pi),wFC/C (pi),wFS/C (pi),wKN/C (pi),wSB/C (pi),wSI/C (pi),wSL/C (pi),wXX/C (pi),O-Swing% (pi),Z-Swing% (pi),Swing% (pi),O-Contact% (pi),Z-Contact% (pi),Contact% (pi),Zone% (pi),Pace (pi),FRM,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,LD+%,GB%+,FB%+,HR/FB%+,Pull%+,Cent%+,Oppo%+,Soft%+,Med%+,Hard%+,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Events,CStr%,CSW%,xBA,xSLG,xwOBA,L-WAR
194,1989,Rickey Henderson,- - -,30,150,541,674,148,107,26,3,12,113,57,126,5,68,3,4,0,8,77,14,0.274,,,,,,,,,,,0.187,0.10099999999999999,1.85,0.411,0.399,0.81,0.126,0.292,,,,,,,,,0.373,30.5,104,29.6,25.0,19.2,-6.9,79.2,8.4,,7.1,139.0,4.16,-11.06,15.21,47.22,4.96,1.06,3.42,2,3.35,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.1,9.6,,30 - 30,39.2,2.7,,,,,,,,0.306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0,221.0,71.0,126.0,104.0,102.0,101.0,,,,,,,,,,,,,,,,,,0,,,,,,8.4
1001124,1989,Wade Boggs,BOS,31,156,621,742,205,144,51,7,3,113,54,107,19,51,7,7,0,19,2,6,0.33,,,,,,,,,,,0.14400000000000002,0.069,2.1,0.43,0.449,0.879,0.119,0.352,,,,,,,,,0.391,43.6,124,36.7,19.0,21.1,0.6,78.0,8.3,,3.7,143.0,1.6,-11.18,12.78,41.01,4.03,0.97,2.8,1,3.44,-1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6,-2.3,,31 - 31,34.3,2.9,,,,,,,,0.217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.0,171.0,48.0,132.0,117.0,97.0,122.0,,,,,,,,,,,,,,,,,,0,,,,,,8.3
1002318,1989,Will Clark,SFG,25,159,588,675,196,126,38,9,23,104,111,74,14,103,5,8,0,6,8,3,0.333,,,,,,,,,,,0.11,0.153,0.72,0.407,0.546,0.953,0.213,0.368,,,,,,,,,0.416,52.4,126,54.9,9.0,19.2,-9.4,75.2,8.1,,5.5,174.0,8.29,-9.18,17.47,72.17,8.24,0.99,2.78,2,6.82,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4,0.1,,25 - 25,55.0,1.4,,,,,,,,0.29600000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.0,125.0,106.0,127.0,144.0,171.0,131.0,,,,,,,,,,,,,,,,,,0,,,,,,8.1
1012176,1989,Lonnie Smith,ATL,33,134,482,577,152,93,34,4,21,89,79,76,3,95,11,7,1,7,25,12,0.315,,,,,,,,,,,0.132,0.165,0.8,0.415,0.533,0.948,0.218,0.351,,,,,,,,,0.42,46.5,109,42.0,23.0,16.4,-5.9,76.9,8.1,,5.8,167.0,5.8,-8.23,14.04,56.51,6.38,0.98,1.62,4,6.49,-0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1,0.1,,33 - 33,42.1,1.2,,,,,,,,0.33299999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.0,150.0,115.0,129.0,141.0,175.0,125.0,,,,,,,,,,,,,,,,,,0,,,,,,8.1
1109,1989,Barry Bonds,PIT,24,159,580,679,144,85,34,6,19,96,58,93,22,93,1,4,1,9,32,10,0.248,,,,,,,,,,,0.13699999999999998,0.13699999999999998,1.0,0.351,0.426,0.777,0.178,0.265,,,,,,,,,0.341,14.2,88,15.3,37.0,19.3,-6.9,68.5,7.1,,6.4,121.0,0.95,-11.02,11.97,22.76,2.49,1.02,1.23,9,2.04,-1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.1,2.3,,24 - 24,17.5,1.5,,,,,,,,0.302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,156.0,96.0,109.0,113.0,143.0,94.0,,,,,,,,,,,,,,,,,,0,,,,,,7.1
1006462,1989,Howard Johnson,NYM,28,153,571,655,164,84,41,3,36,104,101,77,8,126,1,6,0,4,41,8,0.287,,,,,,,,,,,0.11800000000000001,0.192,0.61,0.369,0.559,0.928,0.271,0.308,,,,,,,,,0.406,45.6,117,47.4,-10.0,18.7,1.9,64.2,7.0,,6.3,166.0,4.7,-9.45,14.14,53.53,6.12,0.94,,0,6.02,-1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.1,4.9,,28 - 28,52.3,1.4,,,,,,,,0.365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.0,134.0,134.0,115.0,148.0,218.0,110.0,,,,,,,,,,,,,,,,,,0,,,,,,7.0
1009004,1989,Kevin Mitchell,SFG,27,154,543,640,158,71,34,6,47,100,125,87,32,115,3,7,0,6,3,4,0.291,,,,,,,,,,,0.136,0.18,0.76,0.388,0.635,1.023,0.344,0.286,,,,,,,,,0.431,56.8,126,59.1,-8.0,18.2,-6.6,63.0,6.9,,3.7,185.0,6.91,-9.81,16.72,58.87,6.71,1.05,1.57,6,6.09,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.6,-1.2,,27 - 27,58.0,1.4,,,,,,,,0.389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.0,155.0,125.0,121.0,168.0,277.0,102.0,,,,,,,,,,,,,,,,,,0,,,,,,6.9
1012186,1989,Ozzie Smith,STL,34,155,593,664,162,122,30,8,2,82,50,55,3,37,2,3,11,10,29,7,0.273,,,,,,,,,,,0.083,0.055999999999999994,1.49,0.335,0.361,0.696,0.088,0.287,,,,,,,,,0.317,1.8,74,1.3,32.0,18.9,8.2,64.7,6.7,,6.8,102.0,0.8,-10.58,11.38,6.96,0.66,1.01,2.34,2,0.72,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.2,2.8,,34 - 34,4.1,1.4,,,,,,,,0.142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0,94.0,39.0,104.0,95.0,71.0,102.0,,,,,,,,,,,,,,,,,,0,,,,,,6.7
293,1989,Fred McGriff,TOR,25,161,551,680,148,82,27,3,36,98,92,119,12,132,4,5,1,14,7,4,0.269,,,,,,,,,,,0.175,0.19399999999999998,0.9,0.399,0.525,0.924,0.256,0.289,,,,,,,,,0.407,47.9,122,43.7,4.0,19.4,-9.9,59.3,6.4,,3.6,156.0,4.37,-10.83,15.2,43.43,4.71,1.01,0.45,1,4.31,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.9,-0.5,,25 - 25,43.2,2.7,,,,,,,,0.42200000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0,207.0,136.0,123.0,137.0,208.0,100.0,,,,,,,,,,,,,,,,,,0,,,,,,6.4
1010978,1989,Cal Ripken,BAL,28,162,646,712,166,115,30,0,21,80,93,57,5,72,3,6,0,22,3,2,0.257,,,,,,,,,,,0.08,0.10099999999999999,0.79,0.317,0.401,0.718,0.144,0.259,,,,,,,,,0.323,5.1,83,2.9,21.0,20.3,8.8,55.4,5.8,,2.3,104.0,0.64,-11.63,12.26,3.17,0.22,0.95,,0,0.5,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.8,-0.5,,28 - 28,2.5,2.8,,,,,,,,0.21100000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,95.0,71.0,97.0,104.0,117.0,90.0,,,,,,,,,,,,,,,,,,0,,,,,,5.8
